iter	Logloss
174	0.2327692932
175	0.2327044758
176	0.2326622039
177	0.2326030419
178	0.2325664138
179	0.2325399093
180	0.2325073033
181	0.2324715596
182	0.2324413759
183	0.2323685761
184	0.2323064153
185	0.2322530582
186	0.2322215918
187	0.2321908602
188	0.2321549786
189	0.2321051601
190	0.2320629785
191	0.2319741033
192	0.2319388817
193	0.2319042479
194	0.2318391339
195	0.2317823194
196	0.2317167542
197	0.2316630362
198	0.2316508552
199	0.2315929655
200	0.2315375909
201	0.2314999042
202	0.231447541
203	0.231397457
204	0.231346218
205	0.231327318
206	0.2312446706
207	0.2312080721
208	0.2311837476
209	0.2311298954
210	0.231095972
211	0.2310643702
212	0.2310325285
213	0.2309863686
214	0.230940763
215	0.2309043606
216	0.2308782247
217	0.2307968897
218	0.230766501
219	0.2307295725
220	0.2306824265
221	0.2306261611
222	0.2305939573
223	0.2305467249
224	0.2305171264
225	0.2304777794
226	0.2304192619
227	0.2303736215
228	0.2303135996
229	0.2302646256
230	0.2302083834
231	0.2301598837
232	0.2301319588
233	0.2300974334
234	0.230027645
235	0.2299770054
236	0.2299611901
237	0.2299304636
238	0.2298907481
239	0.2298424457
240	0.2298087801
241	0.2297714765
242	0.2297240429
243	0.2296699704
244	0.2296262006
245	0.2295866681
246	0.2295486891
247	0.2294808176
248	0.2294342775
249	0.2293787907
250	0.2293265036
251	0.2292718961
252	0.2292400236
253	0.2291814816
254	0.229118282
255	0.229075733
256	0.2290446456
257	0.2289912782
258	0.2289313143
259	0.2288920293
260	0.2288215655
261	0.2287664848
262	0.2287354271
263	0.2286829543
264	0.2286396409
265	0.2285725635
266	0.2285091577
267	0.2284525997
268	0.228404207
269	0.228360004
270	0.2282852938
271	0.2282409554
272	0.2281959545
273	0.2281182547
274	0.2280472043
275	0.2279932233
276	0.2279323518
277	0.227894316
278	0.2278405284
279	0.2277815894
280	0.2277238015
281	0.2276557638
282	0.2276143131
283	0.2275597184
284	0.2275189742
285	0.2274632178
286	0.2274002141
287	0.2273423167
288	0.2272766368
289	0.2272275274
290	0.2271863681
291	0.2271241869
292	0.2270582698
293	0.2269983214
294	0.2269413715
295	0.2268896271
296	0.2268375166
297	0.2268089907
298	0.2267480831
299	0.2266949272
300	0.2266391104
301	0.2265801623
302	0.2265391525
303	0.2264898201
304	0.2264348748
305	0.2263780989
306	0.2263368816
307	0.2262784582
308	0.2262067155
309	0.2261530928
310	0.2260858479
311	0.2260250526
312	0.2259749325
313	0.2259228039
314	0.2258681396
315	0.2257971189
316	0.2257433686
317	0.2256732361
318	0.2256122667
319	0.225557672
320	0.2255075081
321	0.2254774314
322	0.2254231487
323	0.2253613233
324	0.225318363
325	0.2252661661
326	0.2252074269
327	0.2251633477
328	0.225115463
329	0.2250511315
330	0.2250097272
331	0.2249700864
332	0.2249279925
333	0.2248892992
334	0.2248481089
335	0.2247981448
336	0.2247574509
337	0.2247219044
338	0.2246638342
339	0.2246171174
340	0.224570701
341	0.2245205719
342	0.2244673514
343	0.2244270055
344	0.2243882839
345	0.2243456769
346	0.224293578
347	0.2242358946
348	0.2241899616
349	0.2241184161
350	0.2240833789
351	0.2240348857
352	0.2239778942
353	0.223935331
354	0.2238916707
355	0.2237996758
356	0.2237584211
357	0.2237150676
358	0.2236832326
359	0.2236506356
360	0.2236112823
361	0.2235696756
362	0.2235201769
363	0.2234624767
364	0.2234063893
365	0.2233471241
366	0.2233038686
367	0.2232489372
368	0.2231979586
369	0.2231613576
370	0.2230902569
371	0.2230097404
372	0.2229587747
373	0.2229154805
374	0.2228669022
375	0.2228168543
376	0.2227772961
377	0.2227475919
378	0.2227043726
379	0.2226638449
380	0.2226178345
381	0.2225749839
382	0.2225124275
383	0.2224677218
384	0.2224165369
385	0.2223807919
386	0.2223275833
387	0.2222815123
388	0.2222097722
389	0.2221476387
390	0.2221148549
391	0.2220746263
392	0.2220379131
393	0.221983798
394	0.2219229756
395	0.2218787133
396	0.221831865
397	0.2217787709
398	0.2217398443
399	0.2217074988
400	0.2216260541
401	0.2215863592
402	0.2215277773
403	0.2214707577
404	0.2214169082
405	0.2213796201
406	0.2213256275
407	0.2212820368
408	0.2212548078
409	0.2211932119
410	0.2211512365
411	0.2211088216
412	0.2210724539
413	0.2210420459
414	0.2209964184
415	0.220928743
416	0.2209002003
417	0.2208581734
418	0.2207955075
419	0.2207718919
420	0.2207368585
421	0.2206731317
422	0.2206347942
423	0.2205831182
424	0.2205439467
425	0.220488077
426	0.2204548626
427	0.2204144471
428	0.2203576583
429	0.2203282739
430	0.2202818858
431	0.2202308453
432	0.2201919845
433	0.2201378861
434	0.2200977156
435	0.2200467666
436	0.2200151107
437	0.2199588737
438	0.2199024355
439	0.2198713456
440	0.2198317822
441	0.2198034677
442	0.2197627531
443	0.2197131319
444	0.2196671654
445	0.2196106641
446	0.2195713122
447	0.2194965606
448	0.2194599855
449	0.2194263637
450	0.2193801058
451	0.219325185
452	0.2192798282
453	0.2192322658
454	0.2191867195
455	0.2191459753
456	0.2191201372
457	0.2190910171
458	0.2190519719
459	0.2190216322
460	0.2189786101
461	0.2189324515
462	0.2188789874
463	0.2188328675
464	0.2188046329
465	0.218759164
466	0.2187092463
467	0.2186631303
468	0.2186191993
469	0.2185813543
470	0.2185136183
471	0.2184687462
472	0.2184333596
473	0.218400296
474	0.2183442766
475	0.218275058
476	0.2182394716
477	0.218213417
478	0.2181325563
479	0.2181016455
480	0.2180426072
481	0.2179772702
482	0.2179237638
483	0.2178910573
484	0.2178334613
485	0.2177848276
486	0.2177469078
487	0.2176754707
488	0.217629869
489	0.2175744093
490	0.217548646
491	0.2174858731
492	0.2174458327
493	0.2174135439
494	0.2173860429
495	0.2173338976
496	0.2172973907
497	0.2172466067
498	0.2172219817
499	0.2171609556
500	0.2171180314
501	0.2170760612
502	0.2170353389
503	0.2169870932
504	0.2169417377
505	0.2169025185
506	0.2168607391
507	0.2167996575
508	0.216757316
509	0.2166972606
510	0.2166543068
511	0.2165981445
512	0.2165521587
513	0.2165016841
514	0.2164792442
515	0.2164492758
516	0.2164112039
517	0.2163786959
518	0.2163260117
519	0.2162943481
520	0.2162580965
521	0.216226148
522	0.2161975267
523	0.2161699935
524	0.2161181769
525	0.2160791072
526	0.2160140023
527	0.2159750525
528	0.2159494504
529	0.2159027607
530	0.215848545
531	0.2158138274
532	0.2157686138
533	0.2157323132
534	0.215701463
535	0.2156395474
536	0.2156025493
537	0.2155784813
538	0.2155450425
539	0.215506718
540	0.2154665126
541	0.2154267236
542	0.2153861469
543	0.2153524542
544	0.2153054074
545	0.2152651543
546	0.2152299894
547	0.215176332
548	0.2151259669
549	0.2150696126
550	0.2150219303
551	0.2149838971
552	0.2149468565
553	0.214922314
554	0.2148940872
555	0.2148463971
556	0.214809635
557	0.2147688276
558	0.2147401135
559	0.2146917995
560	0.2146255833
561	0.2145758629
562	0.2145472803
563	0.214511124
564	0.2144790556
565	0.2144279919
566	0.2143689949
567	0.2143271097
568	0.2142833425
569	0.2142488105
570	0.2141869091
571	0.2141577528
572	0.2141200599
573	0.2140860604
574	0.2140593123
575	0.2140151541
576	0.2139684696
577	0.2138960695
578	0.2138493823
579	0.2137950622
580	0.2137576388
581	0.2137110161
582	0.2136554082
583	0.2135967412
584	0.2135334423
585	0.2134957352
586	0.2134423923
587	0.2133914317
588	0.2133392671
589	0.2133084852
590	0.2132737857
591	0.2132052697
592	0.213151406
593	0.2130976557
594	0.2130641693
595	0.2130332546
596	0.2129795121
597	0.2129424212
598	0.2128959404
599	0.2128700044
600	0.2128379334
601	0.2127996759
602	0.2127522024
603	0.2127075031
604	0.2126829361
605	0.2126517933
606	0.212592746
607	0.2125431583
608	0.2125000704
609	0.2124456614
610	0.2124018323
611	0.2123676458
612	0.2123306955
613	0.2122979606
614	0.2122486862
615	0.2122128019
616	0.2121635404
617	0.2121091894
618	0.212069131
619	0.2120329477
620	0.2119837712
621	0.2119521153
622	0.2119293712
623	0.2119049757
624	0.2118554834
625	0.2118074659
626	0.2117636148
627	0.2117348311
628	0.2116910432
629	0.2116386053
630	0.2115996168
631	0.211561358
632	0.2115100623
633	0.2114695514
634	0.2114387012
635	0.2114007273
636	0.2113526582
637	0.2113269181
638	0.2112797514
639	0.211243581
640	0.2112099283
641	0.2111652586
642	0.2111330587
643	0.211085027
644	0.2110537618
645	0.2110163164
646	0.2109741941
647	0.2109422507
648	0.2108940656
649	0.2108309111
650	0.2107773516
651	0.2107524753
652	0.2107239945
653	0.2106762812
654	0.2106285409
655	0.2105778329
656	0.2105391345
657	0.2104938758
658	0.2104317539
659	0.210388733
660	0.2103388115
661	0.2102824571
662	0.2102309551
663	0.2101885981
664	0.2101555487
665	0.2101254707
666	0.2101035993
667	0.2100561246
668	0.2100033978
669	0.2099592451
670	0.2099171241
671	0.2098892363
672	0.2098466602
673	0.2098206018
674	0.2097851481
675	0.2097492317
676	0.2097148325
677	0.209672705
678	0.209624788
679	0.2095847361
680	0.2095470419
681	0.2095062396
682	0.2094687891
683	0.209440057
684	0.2093991426
685	0.2093440219
686	0.2093192139
687	0.2092769846
688	0.2092378479
689	0.2091841685
690	0.2091513576
691	0.209105605
692	0.2090591203
693	0.2090190941
694	0.2089700504
695	0.2089176834
696	0.2088768321
697	0.208836173
698	0.2087855682
699	0.2087490342
700	0.2087264848
701	0.2086744941
702	0.208638356
703	0.2085929631
704	0.2085716512
705	0.2085417898
706	0.2084931935
707	0.2084514927
708	0.2083776616
709	0.2083416227
710	0.2083124252
711	0.20826922
712	0.2082249332
713	0.2081864772
714	0.2081350912
715	0.208109761
716	0.2080733676
717	0.2080174954
718	0.2079756296
719	0.2079413091
720	0.2079128632
721	0.2078638337
722	0.2078301668
723	0.2078066956
724	0.2077646622
725	0.2077037637
726	0.2076429167
727	0.2076048062
728	0.2075622301
729	0.2075382187
730	0.2075120765
731	0.207452391
732	0.2074149096
733	0.2073506361
734	0.2072955245
735	0.2072605105
736	0.2072111935
737	0.2071645218
738	0.2071175949
739	0.207085025
740	0.2070516817
741	0.206999838
742	0.2069640595
743	0.2069134405
744	0.2068777161
745	0.2068307699
746	0.2067704283
747	0.2067241885
748	0.2066686772
749	0.2066105014
750	0.2065580969
751	0.2065083533
752	0.2064509844
753	0.206414903
754	0.2063759519
755	0.2063372161
756	0.2062882111
757	0.206243651
758	0.2062214058
759	0.2061845844
760	0.2061586174
761	0.206110752
762	0.2060660514
763	0.2060363447
764	0.2060100929
765	0.2059645543
766	0.2059255891
767	0.2058776657
768	0.2058191211
769	0.2057677931
770	0.2057235605
771	0.2056675658
772	0.2056412366
773	0.2056081576
774	0.2055634234
775	0.205521965
776	0.2054835928
777	0.2054630079
778	0.20543746
779	0.2053983155
780	0.205355323
781	0.2053061453
782	0.2052651303
783	0.2052272518
784	0.2052012307
785	0.205157546
786	0.2051236767
787	0.2050817297
788	0.2050528067
789	0.2050184901
790	0.2049589619
791	0.2049232311
792	0.204871644
793	0.2048410194
794	0.2047892737
795	0.2047631018
796	0.204729012
797	0.2046885334
798	0.2046518035
799	0.2046141505
800	0.204565357
801	0.2045022089
802	0.2044701882
803	0.2044027177
804	0.2043634057
805	0.2043216663
806	0.2042868546
807	0.2042564517
808	0.2042235067
809	0.2041738133
810	0.2041367547
811	0.2040998121
812	0.2040785389
813	0.2040413088
814	0.2039720722
815	0.2039083105
816	0.2038783988
817	0.2038520168
818	0.2038043254
819	0.2037558026
820	0.2037244019
821	0.203693624
822	0.2036532935
823	0.2036244479
824	0.2035827446
825	0.2035480219
826	0.2034896191
827	0.2034647196
828	0.2034421018
829	0.2034002618
830	0.2033767506
831	0.2033340095
832	0.2033045941
833	0.2032745871
834	0.2032426282
835	0.2032129022
836	0.2031743868
837	0.2031194931
838	0.2030983462
839	0.2030784575
840	0.2030454506
841	0.2030144006
842	0.202967243
843	0.2029383278
844	0.202897617
845	0.2028758862
846	0.2028238865
847	0.2027941025
848	0.2027440533
849	0.2027114073
850	0.2026454683
851	0.202602869
852	0.2025591276
853	0.2025193927
854	0.2024309429
855	0.20239638
856	0.2023639997
857	0.2023145873
858	0.2022862419
859	0.2022479535
860	0.202203298
861	0.202168708
862	0.2021276299
863	0.2020853335
864	0.2020470103
865	0.2020062132
866	0.201956641
867	0.2019141809
868	0.2018604138
869	0.2018235073
870	0.2018000813
871	0.2017743386
872	0.2017459172
873	0.2017181545
874	0.2016885986
875	0.2016722369
876	0.2016203546
877	0.2015705027
878	0.2015359578
879	0.2015089145
880	0.2014734505
881	0.2014471651
882	0.2014070049
883	0.2013621148
884	0.2013292677
885	0.2013046518
886	0.201271708
887	0.2012336039
888	0.2012116294
889	0.2011748531
890	0.2011411127
891	0.2011093808
892	0.2010807376
893	0.2010525495
894	0.2010172931
895	0.2009987257
896	0.2009502879
897	0.2009320442
898	0.2009091466
899	0.2008768745
900	0.2008239003
901	0.2007871446
902	0.2007536505
903	0.2007241255
904	0.2006887286
905	0.2006565558
906	0.20062264
907	0.2005961213
908	0.2005723781
909	0.2005456674
910	0.2004955511
911	0.2004619577
912	0.2004233134
913	0.2003781204
914	0.2003417205
915	0.2003176202
916	0.2002831231
917	0.200250561
918	0.2002195432
919	0.2001893195
920	0.2001639701
921	0.2001446847
922	0.2000953536
923	0.2000481289
924	0.2000087434
925	0.1999316263
926	0.1998908769
927	0.1998518807
928	0.1998201629
929	0.1997969844
930	0.1997441533
931	0.1997001617
932	0.1996298267
933	0.1995884508
934	0.1995380819
935	0.1994738665
936	0.1994246127
937	0.1993869443
938	0.1993458778
939	0.1992877651
940	0.1992461184
941	0.1992344183
942	0.1991995525
943	0.1991709841
944	0.1991284969
945	0.1990966941
946	0.1990579995
947	0.1990199844
948	0.1989667394
949	0.1989290466
950	0.1989080286
951	0.1988798637
952	0.1988174917
953	0.198790563
954	0.1987693143
955	0.1987263848
956	0.1986931136
957	0.1986613277
958	0.1986171789
959	0.1985596979
960	0.1985242943
961	0.1985007896
962	0.1984641576
963	0.1984312964
964	0.1983988877
965	0.1983583433
966	0.1983319496
967	0.1982877273
968	0.1982513893
969	0.1982124111
970	0.1981774035
971	0.1981379935
972	0.1980938331
973	0.1980416233
974	0.1980163525
975	0.1979666797
976	0.1979400631
977	0.1979019834
978	0.1978804717
979	0.1978545525
980	0.1977991354
981	0.1977824927
982	0.1977368304
983	0.1976941125
984	0.1976742779
985	0.1976385252
986	0.1976074752
987	0.1975769796
988	0.197532578
989	0.1975001177
990	0.1974683781
991	0.1974127418
992	0.1973667792
993	0.1973386903
994	0.1973098525
995	0.1972776074
996	0.197236412
997	0.1972079596
998	0.1971864995
999	0.1971585756
